,gameid,roundNum,occurrenceNum,intendedName,contents,correct,maxtime,mintime,time,char_count,word_count,exchanges,prev,same_round_random_player,jaccard_with_prev_occ,jaccard_with_random
157,19d21a english_20,4,1,G,this looks like a person with arms flailing / feet are behind and to the left,0.0,1610414736439,1610414730855,5584,77,16,2,,muy bien! / esta imagen tiene un rectangulo que se forma con un cuadro / parece como que una persona esta sentada y tiene sus manos estirandolas atras / no entiendo la primera parte. no veo un rectangulo junto con un cuadro / y la segunda parte si puedes entender. como que no pude esplicar bien con las formas / tiene dos rectangulos al lado derecho que para mi se mirran como manos / puedo ver 3 que podrian ser / espera mientras que miro / esta bien / veo uno que parece tener las manos para arriba y su cabeza es un cuadro. ese no verdad? / no ese no / y las manos de la imagen tienen una pocission hacia abajo pero del lado derecho / no tengo idea / el cuadro esta arriba y abajo hay como una forma de rectangulo y al lado derecho de esa forma estan dos triangulos,0.0,0.010638297872340425
158,19d21a english_20,5,1,A,this one has a square head,1.0,1610414772077,1610414772077,0,26,6,1,,esta imagen parece como una persona bailando / vestido y baile folclorico? / el cuadro / un rectangulo abajo y su cabeza en el centro arriba? / un pie salido? / no esta vez su cabeza no esta en el centro sino al lado derrecho de la imagen / si su pie esta salido!! / un pie abajo y otro arriba / jaja creo que pansamos algo diferente / tratare,0.0,0.0
159,19d21a english_20,6,1,L,oh btw / this is a person with slightly bent knees / feet are not turned up / is the bucket triangular? / yes / and attached to him,1.0,1610414920490,1610414801166,119324,131,29,6,,esta imagen parece que la persona esta sentada y esta apuntando hacia tu derecha / triangulo abajo en el lado izquierdo o no? / no,0.0,0.022222222222222223
160,19d21a english_20,7,1,I,looks like an ice skater,1.0,1610414955097,1610414955097,0,24,5,1,,bien. estoy lista / esta imagen parese que esta parrado en un pie / y tiene el otro pie en ell arrie y sus dos manos adelante / ok. tratare,0.0,0.0
161,19d21a english_20,8,1,J,looks like a block person directing traffic / is he leaning? / no / with a diamond head / and his left side is a straight vertical line,1.0,1610414996834,1610414971910,24924,135,28,5,,esta imagen tiene un cuadro arriba y una forma grande abajo / escoge el que al lado izquierdo de la forma parece una linea recta / ok creo que lo se,0.0,0.020833333333333332
162,19d21a english_20,9,1,B,looks like a mouse / facing left / empty space triangle on the bottom edge? / not sure. bottom left has a little triangle / 1 square ear / 1 square ear,0.0,1610415060946,1610415007574,53372,151,32,6,,lista / si / puedes empezar / ahora la imagen es la que tiene un cuadro arriba que esta en el centro y en al lado derrecho ay un triangulo / el triagngulo come que le pega al cuadro y al otro triangulo del lado izquierdo / tiene dos triangulos arriba del cuadro? / no el cuadro esta arriba y los triangulos abajo / o un cuadro arriba y un triangulo completo a la derecha? / si y lluego otro triangulo a las izquierda que se junta con otra forma / ok. tratare,0.0,0.02857142857142857
163,19d21a english_20,10,1,C,person with arms up,1.0,1610415078392,1610415078392,0,19,4,1,,dificil pero bien / esta imagen parece una persona con dos manos arriba / y la cabeza es un cuadro en medio? / si,0.0,0.0
164,19d21a english_20,11,1,D,looks like a person holding an upside down hat to the left,1.0,1610415095844,1610415095844,0,58,12,1,,esta imagen parece una persona apuntando hacia tu izquierda,0.0,0.0
165,19d21a english_20,12,1,K,person is kneeling,1.0,1610415112857,1610415112857,0,18,3,1,,hola. estas lista? cual es? / escoge la imagen que parece que tiene un triangulo alto al lado esquierdo / el que parece como un conejo sentado? / no puedo ver el conejo / pero el triangulo empieza desde abajo / y al lado derecho de la imagen se mira como un triangulo blanco / ok. creo que se cual~~~ lo tratare,0.0,0.0
166,19d21a english_20,13,2,K,same one,1.0,1610415126578,1610415126578,0,8,2,1,person is kneeling,el que esta sentado mirando al lado derecho con un triangulo al lado izquierdo,0.0,0.0
167,19d21a english_20,14,2,D,person with upside down hat on the left,1.0,1610415144382,1610415144382,0,39,8,1,looks like a person holding an upside down hat to the left,el que esta apuntando hacia el lado izquierdo y parece estar parado,0.42857142857142855,0.0
168,19d21a english_20,15,2,G,person is facing right / no clue / one arm is high / both arms pointing right / head is behind the arms / feet are behind / towards the left / kinda like a slug? / yeah,1.0,1610415217194,1610415163929,53265,168,38,9,this looks like a person with arms flailing / feet are behind and to the left,el que parece tener sus manos detras de la espalda / y esta sentado / un triangulo arriba y otro mas abajo,0.3225806451612903,0.022727272727272728
169,19d21a english_20,16,2,E,bunny facing right / both ears triangle,1.0,1610415228742,1610415226231,2511,39,7,2,hi can you see this? / yes hi:) / this one looks like a bunny,el conejo,0.10526315789473684,0.0
170,19d21a english_20,17,2,B,mouse facing left,1.0,1610415240960,1610415240960,0,17,3,1,looks like a mouse / facing left / empty space triangle on the bottom edge? / not sure. bottom left has a little triangle / 1 square ear / 1 square ear,se parece a una persona sentado que esta puntando hacia tu izquierda / triangulo en el lado derecho? / si,0.14285714285714285,0.0
171,19d21a english_20,18,2,J,boxy person / left side is vertical line down,1.0,1610415263400,1610415255751,7649,45,9,2,looks like a block person directing traffic / is he leaning? / no / with a diamond head / and his left side is a straight vertical line,la que tiene un lado recto y un lado que no,0.2916666666666667,0.0
172,19d21a english_20,19,2,F,person sitting down,1.0,1610415279641,1610415279641,0,19,3,1,this is a man sitting down looking to the left / looks sad,el que esta sentado mirando hacia el lado izquierdo / no manos,0.14285714285714285,0.0
173,19d21a english_20,20,2,A,kind of like a headless person / with a square head towards the right,1.0,1610415301969,1610415292049,9920,69,14,2,this one has a square head,el que tiene un pie arriba y uno abajo que parece estar bailando / ay dos / sus pies estan al lado izquierdo,0.1875,0.030303030303030304
174,19d21a english_20,21,2,L,person begging,1.0,1610415321234,1610415321234,0,14,2,1,oh btw / this is a person with slightly bent knees / feet are not turned up / is the bucket triangular? / yes / and attached to him,es la misma que acabamos de hacer,0.04,0.0
175,19d21a english_20,22,2,C,person is falling to left,1.0,1610415336918,1610415336918,0,25,5,1,person with arms up,dos manos arriba,0.125,0.0
176,19d21a english_20,23,2,I,ice skater / facing left,1.0,1610415355740,1610415353407,2333,24,5,2,looks like an ice skater,el que tiene un pie arriba al lado derecho,0.25,0.0
177,19d21a english_20,24,2,H,boring one / no arms,1.0,1610415373551,1610415367680,5871,20,5,2,nice! / this one is a man in the center of the screen / with a little angle of his feet going off to the right,el que no tiene manos ni pies,0.08333333333333333,0.09090909090909091
178,19d21a english_20,25,3,C,person is falling to left,1.0,1610415385223,1610415385223,0,25,5,1,person is falling to left,manos arriba,1.0,0.0
179,19d21a english_20,26,3,F,sad person sitting down,1.0,1610415396703,1610415396703,0,23,4,1,person sitting down,la que esta sentado y sus pies apuntan hacia el lado izqueirdo / no se mirran sus manos,0.75,0.0
180,19d21a english_20,27,3,J,boxy person,1.0,1610415411744,1610415411744,0,11,2,1,boxy person / left side is vertical line down,la que tiene el triangulo grande y el lado derecho esta recto y el otro lado no / el lado derecho? / un rectangulo / perdon / manos arriba? / no manos,0.2222222222222222,0.0
181,19d21a english_20,28,3,A,headless person,1.0,1610415430467,1610415430467,0,15,2,1,kind of like a headless person / with a square head towards the right,un pie arriba del lado izquerdo,0.15384615384615385,0.0
182,19d21a english_20,29,3,D,upside down hat facing left,1.0,1610415442205,1610415442205,0,27,5,1,person with upside down hat on the left,la que esta parado / apuntando a la izquierda,0.4444444444444444,0.0
183,19d21a english_20,30,3,B,mouse,1.0,1610415451533,1610415451533,0,5,1,1,mouse facing left,parece persona sentada puntando a la izquierda / tiene un triangulo como mano y uno como pie / triangulo en la espalda? / si,0.3333333333333333,0.0
184,19d21a english_20,31,3,H,boring person,1.0,1610415462835,1610415462835,0,13,2,1,boring one / no arms,sin manos o pies / mirando hacia en frente / y sentado,0.16666666666666666,0.0
185,19d21a english_20,32,3,K,begger,1.0,1610415478512,1610415478512,0,6,1,1,same one,la persona sentado apuntando al lado derecho / un triangulo abajo del lado izquierdo,0.0,0.0
186,19d21a english_20,33,3,G,flailing arms to right / like they are being very dramatic / leaning left? / arms are towards the right / leaning a little backwards,1.0,1610415546270,1610415494214,52056,132,25,5,person is facing right / no clue / one arm is high / both arms pointing right / head is behind the arms / feet are behind / towards the left / kinda like a slug? / yeah,la misma,0.22857142857142856,0.0
187,19d21a english_20,34,3,E,sad bunny,1.0,1610415561131,1610415561131,0,9,2,1,bunny facing right / both ears triangle,el conejo,0.125,0.0
188,19d21a english_20,35,3,I,ice skater,1.0,1610415570437,1610415570437,0,10,2,1,ice skater / facing left,gracias por escribir tanto / la que tiene un pie arriba / derecha,0.4,0.0
189,19d21a english_20,36,3,L,begger,1.0,1610415582271,1610415582271,0,6,1,1,person begging,apuntando hacia la derrecha / el que no tiene triangulos,0.0,0.0
190,19d21a english_20,37,4,C,falling to the left,1.0,1610415595375,1610415595375,0,19,4,1,person is falling to left,manos arriba,0.5,0.0
191,19d21a english_20,38,4,H,boring person,1.0,1610415605304,1610415605304,0,13,2,1,boring person,sentando no manos o pies,1.0,0.0
192,19d21a english_20,39,4,K,begger,1.0,1610415617157,1610415617157,0,6,1,1,begger,apuntando hacia la derecha con un triangulo abajo,1.0,0.0
193,19d21a english_20,40,4,I,ice skater,1.0,1610415625347,1610415625347,0,10,2,1,ice skater,un pie arriba del lado derecho,1.0,0.0
194,19d21a english_20,41,4,A,headless,1.0,1610415632638,1610415632638,0,8,1,1,headless person,un pie arriba del lado izquierdo,0.5,0.0
195,19d21a english_20,42,4,D,upside down hat to left,1.0,1610415645198,1610415645198,0,23,5,1,upside down hat facing left,parado y apuntando hacia izquierda / parece profe,0.6666666666666666,0.0
196,19d21a english_20,43,4,G,so dramatic,1.0,1610415658034,1610415658034,0,11,2,1,flailing arms to right / like they are being very dramatic / leaning left? / arms are towards the right / leaning a little backwards,el profesor! / muy bien! / esta esta sentado y con manos en las espalda,0.05263157894736842,0.0
197,19d21a english_20,44,4,B,mouse looking left,1.0,1610415671698,1610415671698,0,18,3,1,mouse,triangulo de espalda,0.3333333333333333,0.0
198,19d21a english_20,45,4,E,sad bunny,1.0,1610415679641,1610415679641,0,9,2,1,sad bunny,el conejo,1.0,0.0
199,19d21a english_20,46,4,L,begger,1.0,1610415688220,1610415688220,0,6,1,1,begger,apuntando hacia la derecha / no pies / no pies como triangulos sino como un rectangulo angulado,1.0,0.0
200,19d21a english_20,47,4,F,sad person,1.0,1610415701920,1610415701920,0,10,2,1,sad person sitting down,sentado pies hacia la izquierda,0.5,0.0
201,19d21a english_20,48,4,J,boring traffic cop,1.0,1610415712681,1610415712681,0,18,3,1,boxy person,rectangulo un lado derecho recto,0.0,0.0
202,19d21a english_20,49,5,H,boring person,1.0,1610415725484,1610415725484,0,13,2,1,boring person,no manos o pies,1.0,0.0
203,19d21a english_20,50,5,E,sad bunny,1.0,1610415734315,1610415734315,0,9,2,1,sad bunny,el conejo,1.0,0.0
204,19d21a english_20,51,5,F,sad person,1.0,1610415743654,1610415743654,0,10,2,1,sad person,sentado y sus pies estan apuntando a la derecha / parece no tener manos / piernas a la derecha? / si / pero no pies o manos? / no manos / esta sentado mirando a la derecha,1.0,0.0
205,19d21a english_20,52,5,G,so dramatic,1.0,1610415754212,1610415754212,0,11,2,1,so dramatic,dos triangulos en la espalda,1.0,0.0
206,19d21a english_20,53,5,D,upside down hat to left,1.0,1610415770404,1610415770404,0,23,5,1,upside down hat to left,oops perdon / el professor,1.0,0.0
207,19d21a english_20,54,5,A,headless person,1.0,1610415780451,1610415780451,0,15,2,1,headless,un pie arriba,0.5,0.0
208,19d21a english_20,55,5,B,mouse,1.0,1610415792605,1610415792605,0,5,1,1,mouse looking left,un triangulo en la espalda,0.3333333333333333,0.0
209,19d21a english_20,56,5,L,begger,1.0,1610415800970,1610415800970,0,6,1,1,begger,apuntando a la derecha / un rectangulo abajo,1.0,0.0
210,19d21a english_20,57,5,C,person falling left,1.0,1610415811597,1610415811597,0,19,3,1,falling to the left,manos arriba,0.4,0.0
211,19d21a english_20,58,5,J,traffic cop,1.0,1610415822640,1610415822640,0,11,2,1,boring traffic cop,un rectangulo grande y el lado derecho esta recto,0.6666666666666666,0.0
212,19d21a english_20,59,5,K,begger,1.0,1610415832560,1610415832560,0,6,1,1,begger,apuntando hacia la derecha,1.0,0.0
213,19d21a english_20,60,5,I,ice skater,1.0,1610415842520,1610415842520,0,10,2,1,ice skater,pie arriba a la derecha,1.0,0.0
214,19d21a english_20,61,6,J,traffic cop,1.0,1610415850976,1610415850976,0,11,2,1,traffic cop,un rectangulo con lado recto,1.0,0.0
215,19d21a english_20,62,6,A,headless,1.0,1610415858271,1610415858271,0,8,1,1,headless person,pie arriba,0.5,0.0
216,19d21a english_20,63,6,D,hat upside down,1.0,1610415866616,1610415866616,0,15,3,1,upside down hat to left,el profe,0.6,0.0
217,19d21a english_20,64,6,C,falling left,1.0,1610415874630,1610415874630,0,12,2,1,person falling left,manos arriba,0.6666666666666666,0.0
218,19d21a english_20,65,6,H,boring legs right,1.0,1610415883769,1610415883769,0,17,3,1,boring person,aaaaaaaaaaaaaa / ahh me confundi con mi derecha / disculpa / este sin manos o pies / esta bien,0.25,0.0
219,19d21a english_20,66,6,L,begger,1.0,1610415894939,1610415894939,0,6,1,1,begger,apuntando a la derecha,1.0,0.0
220,19d21a english_20,67,6,G,so dramatic / hands right,1.0,1610415908390,1610415906267,2123,25,5,2,so dramatic,dos triangulos en la espalda,0.4,0.0
221,19d21a english_20,68,6,K,begger,1.0,1610415918022,1610415918022,0,6,1,1,begger,apuntando a la derecha,1.0,0.0
222,19d21a english_20,69,6,B,mouse,1.0,1610415925551,1610415925551,0,5,1,1,mouse,triangulo en la espalda,1.0,0.0
223,19d21a english_20,70,6,F,sad person,1.0,1610415933964,1610415933964,0,10,2,1,sad person,sentado pies a  la izquierda / no manos,1.0,0.0
224,19d21a english_20,71,6,I,ice skater,1.0,1610415941479,1610415941479,0,10,2,1,ice skater,pies arriba a la derecha!,1.0,0.0
225,19d21a english_20,72,6,E,sad bunny,1.0,1610415948133,1610415948133,0,9,2,1,sad bunny,el conejo,1.0,0.0
226,1ca842 english_4,1,1,C,it looks like someone giving a hug,0.0,1609813113767,1609813113767,0,34,7,1,,person with arms up,0.0,0.0
227,1ca842 english_4,2,1,G,the tilted diamond is on the left side / high left side,1.0,1609813188180,1609813182634,5546,55,12,2,,this looks like a person with arms flailing / feet are behind and to the left,0.0,0.13636363636363635
228,1ca842 english_4,3,1,I,almost looks like a margarita glass with a diamond on top. has two triangles on the left side / the diamond is also on the left side,1.0,1609813288902,1609813267722,21180,132,27,2,,looks like an ice skater,0.0,0.09090909090909091
229,1ca842 english_4,4,1,D,"looks like a diamon in the middle on top. kind of looks like someone graduating with their hands out~~~ / which side it faces / the ""arms"" is on the left side",1.0,1609813375662,1609813336616,39046,158,32,3,,looks like a person holding an upside down hat to the left,0.0,0.15625
230,1ca842 english_4,5,1,K,has one diamond on top. another below it but it is cut off~~~ / has a triangle on the left side pointing up like a right triangle,0.0,1609813472256,1609813425119,47137,129,27,2,,person is kneeling,0.0,0.041666666666666664
231,1ca842 english_4,6,1,L,so this one kind of looks like a lightning sold / bolt* / with a diamond on top,0.0,1609813527641,1609813514952,12689,79,18,3,,oh btw / this is a person with slightly bent knees / feet are not turned up / is the bucket triangular? / yes / and attached to him,0.0,0.1111111111111111
232,1ca842 english_4,7,1,F,this one looks like someone sitting down against their back with their head looking down,1.0,1609813588972,1609813588972,0,88,15,1,,this is a man sitting down looking to the left / looks sad,0.0,0.23809523809523808
233,1ca842 english_4,8,1,B,this one has a diamond on top. and a triangle attached to it on the bottom of the diamond / there is a small triangle on the left bottom side,1.0,1609813658124,1609813640434,17690,141,30,2,,looks like a mouse / facing left / empty space triangle on the bottom edge? / not sure. bottom left has a little triangle / 1 square ear / 1 square ear,0.0,0.23529411764705882
234,1ca842 english_4,9,1,A,"this one looks like someone dancing. with one ""foot"" up",1.0,1609813696418,1609813696418,0,55,10,1,,this one has a square head,0.0,0.15384615384615385
235,1ca842 english_4,10,1,E,this one has two triangles on top tilted both triangles are attatched to a diamond,1.0,1609813754421,1609813754421,0,82,15,1,,hi can you see this? / yes hi:) / this one looks like a bunny,0.0,0.12
236,1ca842 english_4,11,1,J,"this one has a diamond in the middle and almost looks like someone telling someone else to stop / or is pointing in a direction / facing which side? / the ""arm"" is facing left",0.0,1609813862402,1609813811977,50425,175,35,4,,looks like a block person directing traffic / is he leaning? / no / with a diamond head / and his left side is a straight vertical line,0.0,0.1951219512195122
237,1ca842 english_4,12,1,H,diamond in the middle top. / looks like a caccoon / cocoon*,1.0,1609813944695,1609813900706,43989,59,12,3,,nice! / this one is a man in the center of the screen / with a little angle of his feet going off to the right,0.0,0.14285714285714285
238,1ca842 english_4,13,2,I,this is the margarita looking one. with the diamond on the left side on top of a triangle / and a small triangle on the right side,1.0,1609813996356,1609813984406,11950,130,27,2,almost looks like a margarita glass with a diamond on top. has two triangles on the left side / the diamond is also on the left side,ice skater / facing left,0.35714285714285715,0.09090909090909091
239,1ca842 english_4,14,2,G,"this one is the almost trapezoid on the bottom / there are two small triangles ""hanging / that look tilted / is the head diamond tilted? / yes",1.0,1609814119736,1609814049454,70282,142,28,5,the tilted diamond is on the left side / high left side,person is facing right / no clue / one arm is high / both arms pointing right / head is behind the arms / feet are behind / towards the left / kinda like a slug? / yeah,0.24,0.14634146341463414
240,1ca842 english_4,15,2,A,this is the dancing figure. dancing on one leg,1.0,1609814139308,1609814139308,0,46,9,1,"this one looks like someone dancing. with one ""foot"" up",kind of like a headless person / with a square head towards the right,0.13333333333333333,0.05
241,1ca842 english_4,16,2,E,this one is a big right degree triangle attached to a diamond which is then attached to two small triangles,0.0,1609814195396,1609814195396,0,107,20,1,this one has two triangles on top tilted both triangles are attatched to a diamond,bunny facing right / both ears triangle,0.30434782608695654,0.09523809523809523
242,1ca842 english_4,17,2,C,looks like someone giving a hug with their arms wide open,1.0,1609814254030,1609814254030,0,57,11,1,it looks like someone giving a hug,person is falling to left,0.5,0.0
243,1ca842 english_4,18,2,H,cocoon,1.0,1609814284593,1609814284593,0,6,1,1,diamond in the middle top. / looks like a caccoon / cocoon*,boring one / no arms,0.0,0.0
244,1ca842 english_4,19,2,D,someone graduating with their arms facing left side / looks like their wearing a gown,1.0,1609814328011,1609814318784,9227,85,15,2,"looks like a diamon in the middle on top. kind of looks like someone graduating with their hands out~~~ / which side it faces / the ""arms"" is on the left side",person with upside down hat on the left,0.3448275862068966,0.1
245,1ca842 english_4,20,2,B,diamond on top and the bottom of the diamond is  connected to two triangles / small triangle on the bottom left,1.0,1609814443871,1609814413892,29979,111,21,2,this one has a diamond on top. and a triangle attached to it on the bottom of the diamond / there is a small triangle on the left bottom side,mouse facing left,0.48,0.05555555555555555
246,1ca842 english_4,21,2,K,this one is the diamond on top and almost diamond below it. part of it looks like half a crown / two pointy sides facing the right,1.0,1609814515671,1609814496647,19024,130,27,2,has one diamond on top. another below it but it is cut off~~~ / has a triangle on the left side pointing up like a right triangle,same one,0.3055555555555556,0.038461538461538464
247,1ca842 english_4,22,2,F,someone sitting down against their back,1.0,1609814560605,1609814560605,0,39,6,1,this one looks like someone sitting down against their back with their head looking down,person sitting down,0.46153846153846156,0.2857142857142857
248,1ca842 english_4,23,2,J,"looks like someone telling someone to stop. the ""body"" is a straight from the back",1.0,1609814626361,1609814626361,0,82,15,1,"this one has a diamond in the middle and almost looks like someone telling someone else to stop / or is pointing in a direction / facing which side? / the ""arm"" is facing left",boxy person / left side is vertical line down,0.25,0.047619047619047616
249,1ca842 english_4,24,2,L,lightening bolt one,1.0,1609814648428,1609814648428,0,19,3,1,so this one kind of looks like a lightning sold / bolt* / with a diamond on top,person begging,0.05555555555555555,0.0
250,1ca842 english_4,25,3,A,dancing figure,1.0,1609814668609,1609814668609,0,14,2,1,this is the dancing figure. dancing on one leg,headless person,0.1111111111111111,0.0
251,1ca842 english_4,26,3,B,i think this one also looks like someone dancing with a pony tail but as a triangle,1.0,1609814716706,1609814716706,0,83,17,1,diamond on top and the bottom of the diamond is  connected to two triangles / small triangle on the bottom left,mouse,0.03225806451612903,0.0
252,1ca842 english_4,27,3,K,half crown,1.0,1609814742395,1609814742395,0,10,2,1,this one is the diamond on top and almost diamond below it. part of it looks like half a crown / two pointy sides facing the right,begger,0.08,0.0
253,1ca842 english_4,28,3,D,graduating,1.0,1609814761395,1609814761395,0,10,1,1,someone graduating with their arms facing left side / looks like their wearing a gown,upside down hat facing left,0.07142857142857142,0.0
254,1ca842 english_4,29,3,L,lightning bolt,1.0,1609814800214,1609814800214,0,14,2,1,lightening bolt one,begger,0.25,0.0
255,1ca842 english_4,30,3,I,margarita looking one / diamond and two triangles on left side,1.0,1609814840327,1609814820984,19343,62,11,2,this is the margarita looking one. with the diamond on the left side on top of a triangle / and a small triangle on the right side,ice skater,0.36363636363636365,0.0
256,1ca842 english_4,31,3,C,hugging with arms wide open,1.0,1609814855695,1609814855695,0,27,5,1,looks like someone giving a hug with their arms wide open,person is falling to left,0.3333333333333333,0.0
257,1ca842 english_4,32,3,G,diamond on left side and has two triangles hanging that are tilted,1.0,1609814902243,1609814902243,0,66,12,1,"this one is the almost trapezoid on the bottom / there are two small triangles ""hanging / that look tilted / is the head diamond tilted? / yes",flailing arms to right / like they are being very dramatic / leaning left? / arms are towards the right / leaning a little backwards,0.25925925925925924,0.034482758620689655
258,1ca842 english_4,33,3,E,two triangles on top connected to top of a diamond,1.0,1609814940054,1609814940054,0,50,10,1,this one is a big right degree triangle attached to a diamond which is then attached to two small triangles,sad bunny,0.25,0.0
259,1ca842 english_4,34,3,F,someone sitting down,1.0,1609814953446,1609814953446,0,20,3,1,someone sitting down against their back,sad person sitting down,0.5,0.4
260,1ca842 english_4,35,3,J,telling someone to stop,1.0,1609814977358,1609814977358,0,23,4,1,"looks like someone telling someone to stop. the ""body"" is a straight from the back",boxy person,0.21428571428571427,0.0
261,1ca842 english_4,36,3,H,cocoon,1.0,1609815009112,1609815009112,0,6,1,1,cocoon,boring person,1.0,0.0
262,1ca842 english_4,37,4,L,lighting bolt,1.0,1609815020799,1609815020799,0,13,2,1,lightning bolt,begger,0.3333333333333333,0.0
263,1ca842 english_4,38,4,D,graduating,1.0,1609815029965,1609815029965,0,10,1,1,graduating,upside down hat to left,1.0,0.0
264,1ca842 english_4,39,4,I,margarita,1.0,1609815043149,1609815043149,0,9,1,1,margarita looking one / diamond and two triangles on left side,ice skater,0.09090909090909091,0.0
265,1ca842 english_4,40,4,F,sitting down,1.0,1609815051687,1609815051687,0,12,2,1,someone sitting down,sad person,0.6666666666666666,0.0
266,1ca842 english_4,41,4,E,two triangles connected to top of a diamond,1.0,1609815072681,1609815072681,0,43,8,1,two triangles on top connected to top of a diamond,sad bunny,0.8888888888888888,0.0
267,1ca842 english_4,42,4,J,telling someone to stop,1.0,1609815085626,1609815085626,0,23,4,1,telling someone to stop,boring traffic cop,1.0,0.0
268,1ca842 english_4,43,4,G,diamond and triangles tilted,0.0,1609815110918,1609815110918,0,28,4,1,diamond on left side and has two triangles hanging that are tilted,so dramatic,0.3333333333333333,0.0
269,1ca842 english_4,44,4,K,half crown,1.0,1609815132873,1609815132873,0,10,2,1,half crown,begger,1.0,0.0
270,1ca842 english_4,45,4,H,cocoon,1.0,1609815155561,1609815155561,0,6,1,1,cocoon,boring person,1.0,0.0
271,1ca842 english_4,46,4,B,dancer with triangle pony tail,1.0,1609815173374,1609815173374,0,30,5,1,i think this one also looks like someone dancing with a pony tail but as a triangle,mouse looking left,0.23529411764705882,0.0
272,1ca842 english_4,47,4,A,dancing on one foot,1.0,1609815186309,1609815186309,0,19,4,1,dancing figure,headless,0.2,0.0
273,1ca842 english_4,48,4,C,should we keep going? / or when do we stop / yes we can finish it / okay / graduating,0.0,1609815214171,1609815200203,13968,85,20,5,hugging with arms wide open,falling to the left,0.0,0.0
274,1ca842 english_4,49,5,B,sorry that was my fault i was looking at the wrong one / it's fine / this one is the dancer with triangle pony,1.0,1609815243671,1609815229207,14464,110,24,3,dancer with triangle pony tail,mouse,0.19047619047619047,0.0
275,1ca842 english_4,50,5,G,okay this one has a trapezoid on the bottom with a diamond on top tilted on the left side / has two triangles hanging that are tilted,1.0,1609815291732,1609815282158,9574,133,27,2,diamond and triangles tilted,so dramatic,0.13636363636363635,0.0
276,1ca842 english_4,51,5,J,telling someone to stop,1.0,1609815305535,1609815305535,0,23,4,1,telling someone to stop,traffic cop,1.0,0.0
277,1ca842 english_4,52,5,A,dancer on one foot,1.0,1609815315991,1609815315991,0,18,4,1,dancing on one foot,headless person,0.6,0.0
278,1ca842 english_4,53,5,E,two triangles connected on top connected to top of a diamond,1.0,1609815342141,1609815342141,0,60,11,1,two triangles connected to top of a diamond,sad bunny,0.8888888888888888,0.0
279,1ca842 english_4,54,5,C,hugging,1.0,1609815354597,1609815354597,0,7,1,1,should we keep going? / or when do we stop / yes we can finish it / okay / graduating,person falling left,0.0,0.0
280,1ca842 english_4,55,5,I,margarita,1.0,1609815364521,1609815364521,0,9,1,1,margarita,ice skater,1.0,0.0
281,1ca842 english_4,56,5,F,sitting down,1.0,1609815374927,1609815374927,0,12,2,1,sitting down,sad person,1.0,0.0
282,1ca842 english_4,57,5,D,graduating,1.0,1609815383496,1609815383496,0,10,1,1,graduating,upside down hat to left,1.0,0.0
283,1ca842 english_4,58,5,L,lightning bolt,1.0,1609815394301,1609815394301,0,14,2,1,lighting bolt,begger,0.3333333333333333,0.0
284,1ca842 english_4,59,5,K,half crown,1.0,1609815405320,1609815405320,0,10,2,1,half crown,begger,1.0,0.0
285,1ca842 english_4,60,5,H,cocoon,1.0,1609815414743,1609815414743,0,6,1,1,cocoon,boring person,1.0,0.0
286,1ca842 english_4,61,6,L,lightning bolt,1.0,1609815426145,1609815426145,0,14,2,1,lightning bolt,begger,1.0,0.0
287,1ca842 english_4,62,6,E,two small triangles on top connected to top of a diamond,1.0,1609815448929,1609815448929,0,56,11,1,two triangles connected on top connected to top of a diamond,sad bunny,0.9,0.0
288,1ca842 english_4,63,6,G,trapezoid,1.0,1609815467155,1609815467155,0,9,1,1,okay this one has a trapezoid on the bottom with a diamond on top tilted on the left side / has two triangles hanging that are tilted,so dramatic / hands right,0.047619047619047616,0.0
289,1ca842 english_4,64,6,I,margarita,1.0,1609815476404,1609815476404,0,9,1,1,margarita,ice skater,1.0,0.0
290,1ca842 english_4,65,6,C,hugging,1.0,1609815486239,1609815486239,0,7,1,1,hugging,falling left,1.0,0.0
291,1ca842 english_4,66,6,F,sitting down,1.0,1609815494547,1609815494547,0,12,2,1,sitting down,sad person,1.0,0.0
292,1ca842 english_4,67,6,J,telling someone to stop,1.0,1609815507675,1609815507675,0,23,4,1,telling someone to stop,traffic cop,1.0,0.0
293,1ca842 english_4,68,6,H,cocoon,1.0,1609815516862,1609815516862,0,6,1,1,cocoon,boring legs right,1.0,0.0
294,1ca842 english_4,69,6,A,dancing on one foot,1.0,1609815531819,1609815531819,0,19,4,1,dancer on one foot,headless,0.6,0.0
295,1ca842 english_4,70,6,B,dancer with triangle pony,1.0,1609815552350,1609815552350,0,25,4,1,sorry that was my fault i was looking at the wrong one / it's fine / this one is the dancer with triangle pony,mouse,0.2,0.0
296,1ca842 english_4,71,6,K,half crown,1.0,1609815561872,1609815561872,0,10,2,1,half crown,begger,1.0,0.0
297,1ca842 english_4,72,6,D,graduating,1.0,1609815573956,1609815573956,0,10,1,1,graduating,hat upside down,1.0,0.0
298,1cb50f english_1,1,1,K,the one that looks like xxxxx,,1609812532525,1609812532525,0,29,6,1,,has one diamond on top. another below it but it is cut off~~~ / has a triangle on the left side pointing up like a right triangle,0.0,0.12
299,1cf12c english_14,1,1,E,I would say it looks like a bunny,,1609809916032,1609809916032,0,33,8,1,,this one has two triangles on top tilted both triangles are attatched to a diamond,0.0,0.047619047619047616
